SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,SECURITY CODE,ISSUER NAME,SECURITY ID,SECURITY NAME,STATUS,GROUP,ISIN NO,INDUSTRY,INSTRUMENT,SECTOR NAME,INDUSTRY NEW NAME,IGROUP NAME,ISUBGROUP NAME
WASHISOF,Washington Softwares Ltd.,,,,,,10.00,531933,Washington Softwares Ltd.,WASHISOF,Washington Softwares Ltd,Delisted,X ,INE163B01016, ,Equity,-,-,-,-
SUPREMETEX,Supreme Tex Mart Ltd.,,,,,,5.00,531934,Supreme Tex Mart Ltd.,SUPREMETEX,Supreme Tex Mart Ltd,Delisted,XT,INE651G01027, ,Equity,-,-,-,-
ASINSTR,Asean Industrial Structures Limited,,,,,,10.00,531935,Asean Industrial Structures Limited,ASINSTR,Asean Industrial Structures Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
BECKONIN,Beckons Industries Ltd.,,,,,,10.00,531937,Beckons Industries Ltd.,BECKONIN,Beckons Industries Ltd,Delisted,Z ,INE955B01015, ,Equity,-,-,-,-
MOHFAST,Mohindra Fasteners Ltd.,,,,,,10.00,531938,Mohindra Fasteners Ltd.,MOHFAST,Mohindra Fasteners Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
GENIUSCO,Genus Commu-Trade Ltd.,,,,,,10.00,531939,Genus Commu-Trade Ltd.,GENIUSCO,Genus Commu Trade Ltd,Delisted,XT,INE577B01017,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
VINTAFD,Vintage Foods & Industries Ltd.,,,,,,10.00,531940,Vintage Foods & Industries Ltd.,VINTAFD,Vintage Foods & Industries Ltd,Delisted,P ,-, ,Equity,-,-,-,-
INESODM,Indus-e-Solutions Ltd.,,,,,,10.00,531941,Indus-e-Solutions Ltd.,INESODM,Indus e-Solutions Ltd,Delisted,B ,INE203B01010, ,Equity,-,-,-,-
MILLENCY,Millennium Cybertech Ltd,,,,,,10.00,531942,Millennium Cybertech Ltd,MILLENCY,Millennium Cybertech Ltd,Delisted,XT,INE525D01038, ,Equity,-,-,-,-
CSJTEC,CSJ Technologies Ltd,,,,,,10.00,531943,CSJ Technologies Ltd,CSJTEC,CSJ Technologies Ltd,Delisted,XD,INE734C01012, ,Equity,-,-,-,-
LEXORAA,LEXORAA INDUSTRIES LIMITED,,,,,,10.00,531944,LEXORAA INDUSTRIES LIMITED,LEXORAA,Lexoraa Industries Ltd,Active,XT,INE185D01015,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
SUNITEE,Sunitee Chemicals Ltd.,,,,,,1.00,531945,Sunitee Chemicals Ltd.,SUNITEE,Sunitee Chemicals Ltd,Delisted,XT,INE714C01022,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
CHADPAP,Chadha Papers Ltd.,,,,,,10.00,531946,Chadha Papers Ltd.,CHADPAP,Chadha Papers Ltd,Active,X ,INE669W01018,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
KGNAGRO,KGN Agro Internationals Ltd.,,,,,,10.00,531947,KGN Agro Internationals Ltd.,KGNAGRO,KGN Agro Internationals Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SOASMUS,South Asian Mushrooms Ltd.,,,,,,10.00,531948,South Asian Mushrooms Ltd.,SOASMUS,South Asian Mushrooms Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
NEHAEXP,Neha Exports Ltd.,,,,,,10.00,531949,Neha Exports Ltd.,NEHAEXP,Neha Exports Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
VERTEX,Vertex Securities Ltd.,,,,,,2.00,531950,Vertex Securities Ltd.,VERTEX,Vertex Securities Ltd,Active,X ,INE316D01024,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
PROTSEC,Prominent Securities Ltd.,,,,,,10.00,531951,Prominent Securities Ltd.,PROTSEC,Prominent Securities Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
RIBATEX,Riba Textiles Ltd.,,,,,,10.00,531952,Riba Textiles Ltd.,RIBATEX,Riba Textiles Ltd,Active,X ,INE811H01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GCCL,GCCL Construction And Realities Ltd,,,,,,10.00,531953,GCCL Construction And Realities Ltd,GCCL,GCCL Construction & Realities Ltd,Suspended,XT,INE775C01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
NIRMANC,Nirman Cements Ltd.,,,,,,10.00,531954,Nirman Cements Ltd.,NIRMANC,Nirman Cements Ltd,Delisted,Z ,INE162E01012, ,Equity,-,-,-,-
PROLINSO,Proline Software & Finance Ltd,,,,,,10.00,531955,Proline Software & Finance Ltd,PROLINSO,Proline Software & Finance Ltd,Delisted,XD,INE303B01018, ,Equity,-,-,-,-
INBKITA,Ind Tax Shield Plan A,,,,,,10.00,531956,Ind Tax Shield Plan A,INBKITA,Indian Bank Mutual Fund(PLAN-A),Delisted,Z ,NA          , ,Equity,-,-,-,-
INBKITB,Ind Tax Shield Plan B,,,,,,10.00,531957,Ind Tax Shield Plan B,INBKITB,Indian Bank Mutual fund(PLAN-B),Delisted,Z ,NA          , ,Equity,-,-,-,-
EIDERTELE,Eider Telecom Ltd.,,,,,,10.00,531958,Eider Telecom Ltd.,EIDERTELE,Eider Telecom Ltd,Delisted,B ,INE210B01015, ,Equity,-,-,-,-
NEWINFRA,Newtime Infrastructure Limited,,,,,,1.00,531959,Newtime Infrastructure Limited,NEWINFRA,Newtime Infrastructure Ltd,Active,XT,INE997D01021,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
HERUKAG,Heruk Agro Foods Ltd.,,,,,,10.00,531961,Heruk Agro Foods Ltd.,HERUKAG,Heruk Agro Foods Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SHREMETAL,Shree Metalloys Limited,,,,,,10.00,531962,Shree Metalloys Limited,SHREMETAL,Shree Metalloys Ltd,Active,X ,INE914B01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
UNICRSE,Universal Credit & Securities Ltd.,,,,,,1.00,531963,Universal Credit & Securities Ltd.,UNICRSE,Universal Credit & Securities Ltd,Delisted,Z ,INE607F01039,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
ENJNATF,Enjayes Natural Flavours Ltd.,,,,,,10.00,531964,Enjayes Natural Flavours Ltd.,ENJNATF,Enjayes Natural Flavours Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
PONAMRS,Poonam Rasayan Ltd.,,,,,,10.00,531965,Poonam Rasayan Ltd.,PONAMRS,Poonam Rasayan Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
BNKMADM,Bank of Madura Ltd,,,,,,10.00,531966,Bank of Madura Ltd,BNKMADM,Bank of Madura Ltd,Delisted,B ,INE456A01016, ,Equity,-,-,-,-
KESGRIN,Kesar Greenfeild International Ltd.,,,,,,10.00,531967,Kesar Greenfeild International Ltd.,KESGRIN,Kesar Greenfield International Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
IITLPROJ,IITL PROJECTS LIMITED,,,,,,10.00,531968,IITL PROJECTS LIMITED,IITLPROJ,IITL Projects Ltd,Active,X ,INE786E01018,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
NARJEWL,Narain Jewels International Ltd.,,,,,,10.00,531969,Narain Jewels International Ltd.,NARJEWL,Narain Jewels International Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
VRUNDSE,Vrundavan Securities Ltd.,,,,,,10.00,531970,Vrundavan Securities Ltd.,VRUNDSE,Vrundavan Securities Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
HARIGOV,Hari Govind International Ltd.,,,,,,10.00,531971,Hari Govind International Ltd.,HARIGOV,Hari Govind International Ltd,Active,P ,INE167F01018,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
TRIDETOOL,Trident Tools Limited,,,,,,10.00,531972,Trident Tools Limited,TRIDETOOL,Trident Tools Ltd,Suspended,Z ,INE179D01018,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
MORINOV,Morinda Overseas Industries Ltd.,,,,,,10.00,531973,Morinda Overseas Industries Ltd.,MORINOV,Morinda Overseas & Industries Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
INDOKOR,Indo Korea Exports Ltd.,,,,,,10.00,531974,Indo Korea Exports Ltd.,INDOKOR,Indo Korea Exports Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
ITLFNLS,ITL Finlease & Securities Ltd.,,,,,,10.00,531975,ITL Finlease & Securities Ltd.,ITLFNLS,ITL Finlease & Securities Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
KEDIN,Kedia Infotech Ltd.,,,,,,1.00,531976,Kedia Infotech Ltd.,KEDIN,Kedia Infotech Ltd,Delisted,XT,INE245D01025, ,Equity,-,-,-,-
CHLOGIST,Chartered Logistics Ltd,,,,,,1.00,531977,Chartered Logistics Ltd,CHLOGIST,Chartered Logistics Ltd,Active,X ,INE558F01026,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.,,,,,,10.00,531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,Hind Aluminium Industries Ltd-$,Active,X ,INE227B01019,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
SENINFO,Senthil Infotek Limited,,,,,,10.00,531980,Senthil Infotek Limited,SENINFO,Senthil Infotek Ltd,Active,XT,INE564B01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
VISHPAP,Vishal Papertech (India) Ltd.,,,,,,10.00,531981,Vishal Papertech (India) Ltd.,VISHPAP,Vishal Papertech India Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SPECFOOD,Spectrum Foods Limited,,,,,,10.00,531982,Spectrum Foods Limited,SPECFOOD,Spectrum Foods Ltd,Active,X ,INE547C01018,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
NUMUP,Numero Uno Projects Ltd.,,,,,,10.00,531983,Numero Uno Projects Ltd.,NUMUP,Numero Uno Projects Ltd,Delisted,Z ,INE411A01011, ,Equity,-,-,-,-
GUJFISC,Gujarat Fiscon Ltd.,,,,,,10.00,531984,Gujarat Fiscon Ltd.,GUJFISC,Gujarat Fiscon Ltd,Delisted,XD,INE554D01012, ,Equity,-,-,-,-
GAYLORD,Gaylord Industries Ltd.,,,,,,10.00,531985,Gaylord Industries Ltd.,GAYLORD,Gaylord Industries Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
ALAMFIN,Al-Amanat Finance & Capital Service,,,,,,10.00,531986,Al-Amanat Finance & Capital Service,ALAMFIN,Al-Amanat Finance & Capital Services Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
CLCGLOBL,CLC Global Ltd.,,,,,,10.00,531987,CLC Global Ltd.,CLCGLOBL,CLC Global Ltd,Delisted,B ,INE072F01010, ,Equity,-,-,-,-
JANTE,Janice Textiles Ltd.,,,,,,10.00,531988,Janice Textiles Ltd.,JANTE,Janice Textiles Ltd,Delisted,P ,INE090E01015, ,Equity,-,-,-,-
DECPO,Deccan Polypacks Ltd,,,,,,10.00,531989,Deccan Polypacks Ltd,DECPO,Deccan Polypacks Ltd,Suspended,Z ,INE132E01015,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
AMRAAGRI,Amraworld Agrico Ltd.,,,,,,1.00,531991,Amraworld Agrico Ltd.,AMRAAGRI,Amraworld Agrico Ltd,Active,X ,INE735C01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
GLDTORE,Golden Tourist Resorts And Develope,,,,,,10.00,531992,Golden Tourist Resorts And Develope,GLDTORE,Golden Tourist Resorts & Developer Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SCRUCLT,Scruples Clothing Ltd.,,,,,,10.00,531993,Scruples Clothing Ltd.,SCRUCLT,Scruples Clothing Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
AUTOPINS,Auto Pins (India) Ltd.,,,,,,10.00,531994,Auto Pins (India) Ltd.,AUTOPINS,Auto Pins (India) Ltd,Active,X ,INE706C01028,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SHIAE,Shivam Apperals Exports Ltd,,,,,,10.00,531995,Shivam Apperals Exports Ltd,SHIAE,Shivam Apperals Export Ltd,Delisted,Z ,INE687D01010, ,Equity,-,-,-,-
ODYCORP,Odyssey Corporation Ltd.,,,,,,5.00,531996,Odyssey Corporation Ltd.,ODYCORP,Odyssey Corporation Ltd,Active,XT,INE839E01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
VUENOW,VUENOW INFRATECH LIMITED,,,,,,10.00,531997,VUENOW INFRATECH LIMITED,VUENOW,Vuenow Infratech Ltd,Active,XT,INE164D01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
IFSLLTD,IFSL LTD,,,,,,1.00,531998,IFSL LTD,IFSLLTD,IFSL Ltd,Delisted,Z ,INE414F01022, ,Equity,-,-,-,-
ANANDRU,Anan Drugs & Chem Ltd.,,,,,,10.00,531999,Anan Drugs & Chem Ltd.,ANANDRU,Anan Drug & Chem Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
BROTFLR,Brother Floratech (India) Ltd.,,,,,,10.00,532000,Brother Floratech (India) Ltd.,BROTFLR,Brother Floratech (India) Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
INDCTST,Inducto Steels ltd.,,,,,,10.00,532001,Inducto Steels ltd.,INDCTST,Inducto Steel Ltd,Active,X ,INE146H01018,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
DINIRST,Dina Iron & Steel Ltd.,,,,,,10.00,532003,Dina Iron & Steel Ltd.,DINIRST,Dina Iron & Steel Ltd,Delisted,P ,INE649G01013,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SAMINDUS,Sam Industries Ltd.,,,,,,10.00,532005,Sam Industries Ltd.,SAMINDUS,Sam Industries Ltd,Active,XT,INE653D01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KCSFINA,KCS Financial Services Ltd.,,,,,,10.00,532006,KCS Financial Services Ltd.,KCSFINA,KCS Financial Services Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
SHVFL,Shree Vatsaa Finance & Leasing Ltd.,,,,,,10.00,532007,Shree Vatsaa Finance & Leasing Ltd.,SHVFL,Shree Vatsaa Finance & leasing Ltd,Active,X ,INE981C01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
JVGDEST,Jvg Departmental Stores Ltd.,,,,,,10.00,532008,Jvg Departmental Stores Ltd.,JVGDEST,JVG Departmental Stores Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
GOWRIPL,Gowri Polymers Ltd,,,,,,10.00,532009,Gowri Polymers Ltd,GOWRIPL,Gowri Polymers Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
NETVIS,NetVision Web Technologies Ltd.,,,,,,10.00,532010,NetVision Web Technologies Ltd.,NETVIS,NetVision Web Technologies Ltd,Delisted,X ,INE286D01011, ,Equity,-,-,-,-
POOJAENT,VASHU BHAGNANI INDUSTRIES LIMITED,,,,,,10.00,532011,VASHU BHAGNANI INDUSTRIES LIMITED,POOJAENT,Vashu Bhagnani Industries Ltd,Active,X ,INE147C01017,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
SHIVGAR,Shivgarh Resorts Ltd.,,,,,,10.00,532013,Shivgarh Resorts Ltd.,SHIVGAR,Shivgarh Resorts Ltd,Delisted,XD,INE780A01019, ,Equity,-,-,-,-
NAVALTC,Naval Technoplast Industries Ltd.,,,,,,10.00,532014,Naval Technoplast Industries Ltd.,NAVALTC,Naval Technoplast Industries Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
GRAVITY,Gravity (India) Ltd.,,,,,,10.00,532015,Gravity (India) Ltd.,GRAVITY,Gravity India Ltd-$,Active,XT,INE995A01013,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ESPIRE,ESPIRE HOSPITALITY LIMITED,,,,,,10.00,532016,ESPIRE HOSPITALITY LIMITED,ESPIRE,Espire Hospitality Limited,Active,XT,INE176O01011,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
JKCORLT,JK Lakshmi Cement Limited,,,,,,10.00,532017,JK Lakshmi Cement Limited,JKCORLT,JKCORLT,Delisted,Z ,NA          , ,Equity,-,-,-,-
FAIRDTR,Fairdeal Trade Link Ltd.,,,,,,10.00,532018,Fairdeal Trade Link Ltd.,FAIRDTR,Fairdeal Trade Link Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
VINSFRJ,Vinsari Fruitech Ltd.,,,,,,10.00,532020,Vinsari Fruitech Ltd.,VINSFRJ,Vinsari Fruitech Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
SENBO,Senbo Industries Ltd.,,,,,,10.00,532021,Senbo Industries Ltd.,SENBO,Senbo Industries Ltd,Delisted,Z ,INE792C01010,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SANCOKE,Sankardev Coke Products Ltd.,,,,,,10.00,532023,Sankardev Coke Products Ltd.,SANCOKE,Sankardev Coke Products Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
AARCON,AARCON FACILITIES LIMITED,,,,,,10.00,532024,AARCON FACILITIES LIMITED,AARCON,Aarcon Facilities Ltd,Active,P ,INE056J01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
SOWBHAGYA,Sowbhagya Media Limited,,,,,,10.00,532025,Sowbhagya Media Limited,SOWBHAGYA,Sowbhagya Media Ltd,Delisted,Z ,INE826D01014,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
THEWEST,Western India Cottons Ltd.,,,,,,10.00,532026,Western India Cottons Ltd.,THEWEST,Western India Cottons Ltd,Delisted,X ,INE078F01017, ,Equity,-,-,-,-
BONANZAB,Bonanza Biotech Ltd.,,,,,,10.00,532027,Bonanza Biotech Ltd.,BONANZAB,Bonanza Biotech Ltd,Delisted,XD,INE050C01013, ,Equity,-,-,-,-
SURFUNC,Surya Fun City Ltd.,,,,,,10.00,532028,Surya Fun City Ltd.,SURFUNC,Surya Fun City Ltd,Delisted,P ,INE122F01013,Amusement Parks/ Other Recreation,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
MCSLMTD,MCS Ltd,,,,,,10.00,532030,MCS Ltd,MCSLMTD,MCSLMTD,Delisted,Z ,NA          , ,Equity,-,-,-,-
SARCHEM,Sarang Chemicals Ltd.,,,,,,1.00,532031,Sarang Chemicals Ltd.,SARCHEM,Sarang Chemicals Ltd,Delisted,XT,INE003E01026,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
BASILCH,Basil Chemicals &Additives Ltd.,,,,,,10.00,532032,Basil Chemicals &Additives Ltd.,BASILCH,Basil Chemicals & Additives Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
JAINSTUDIO,Jain Studios Ltd.,,,,,,10.00,532033,Jain Studios Ltd.,JAINSTUDIO,Jain Studios Ltd,Suspended,Z ,INE486B01011,TV Broadcasting & Software Production,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
SAFALHBS,Safal Herbs Limited,,,,,,1.00,532034,Safal Herbs Limited,SAFALHBS,Safal Herbs Ltd,Delisted,Z ,INE880M01020,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
UNISTRMU,Unistar Multimedia Ltd,,,,,,10.00,532035,Unistar Multimedia Ltd,UNISTRMU,Unistar Multimedia Ltd,Suspended,Z ,INE808C01014,Media & Entertainment,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
TOPMEDIA,Top Media Entertainment Ltd.,,,,,,1.00,532036,Top Media Entertainment Ltd.,TOPMEDIA,Top Media Entertainment Ltd,Delisted,X ,INE049C01023, ,Equity,-,-,-,-
GIRIRAJ,Giriraj Print Plast Ltd.,,,,,,10.00,532037,Giriraj Print Plast Ltd.,GIRIRAJ,Giriraj Print Plast Ltd,Delisted,X ,INE855D01013, ,Equity,-,-,-,-
EMMSONS,Emmsons International Limited,,,,,,10.00,532038,Emmsons International Limited,EMMSONS,Emmsons International Ltd-$,Suspended,Z ,INE073C01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
ZENOTECH,Zenotech Laboratories Limited,,,,,,10.00,532039,Zenotech Laboratories Limited,ZENOTECH,Zenotech Laboratories Ltd,Active,X ,INE486F01012,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
RASAGEX,Rasdhara Agro Exports Ltd.,,,,,,10.00,532040,Rasdhara Agro Exports Ltd.,RASAGEX,Rasdhara Agro Exports Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
HINDBIO,Hindustan Bio Sciences Ltd.,,,,,,2.00,532041,Hindustan Bio Sciences Ltd.,HINDBIO,Hindustan Bio Sciences Ltd,Active,XT,INE597C01021,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
FRONTCORP,Frontline Corporation Limited,,,,,,10.00,532042,Frontline Corporation Limited,FRONTCORP,Frontline Corporation Ltd,Active,X ,INE092D01013,Road Transport,Equity,Services,Services,Transport Services,Road Transport
SKIPLAS,Skip Plastics Ltd.,,,,,,10.00,532043,Skip Plastics Ltd.,SKIPLAS,Skip Plastics Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
PASUFAB,Pasupati Technofab ltd.,,,,,,10.00,532044,Pasupati Technofab ltd.,PASUFAB,Pasupati Technofab Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
NEXXOFT,Nexxoft Infotel Ltd.,,,,,,10.00,532045,Nexxoft Infotel Ltd.,NEXXOFT,Nexxoft Infotel Ltd,Delisted,Z ,INE249H01010, ,Equity,-,-,-,-
APTYARNS,A.P.T.Yarns Ltd.,,,,,,10.00,532046,A.P.T.Yarns Ltd.,APTYARNS,APT Yarns Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
ASIANFILMS,Asian Films Production & Distribution Ltd,,,,,,10.00,532047,Asian Films Production & Distribution Ltd,ASIANFILMS,Asian Films Production & Distribution Ltd,Delisted,XT,INE581B01035, ,Equity,-,-,-,-
MALVICAE,Malvica Engineering Ltd.,,,,,,10.00,532048,Malvica Engineering Ltd.,MALVICAE,Malvica Engineering Ltd,Delisted,XD,INE008D01019, ,Equity,-,-,-,-
ALAMCHE,Alkyl Amines Chemicals Ltd.,,,,,,10.00,532049,Alkyl Amines Chemicals Ltd.,ALAMCHE,ALAMCHE,Delisted,Z ,NA          , ,Equity,-,-,-,-
PRIYFAB,Priyadarshini Fabs Ltd.,,,,,,10.00,532050,Priyadarshini Fabs Ltd.,PRIYFAB,Priyadarsini Fabs Ltd,Delisted,P ,NA          , ,Equity,-,-,-,-
UMAFABR,Uma Fabrics Ltd.,,,,,,10.00,532052,Uma Fabrics Ltd.,UMAFABR,Uma Fabrics Ltd,Delisted,Z ,NA          , ,Equity,-,-,-,-
WALLFORT,Wallfort Financial Services Ltd.,,,,,,10.00,532053,Wallfort Financial Services Ltd.,WALLFORT,Wallfort Financial Services Ltd,Active,XT,INE121B01014,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
RASHELAG,Rashel Agrotech Ltd.,,,,,,10.00,532055,Rashel Agrotech Ltd.,RASHELAG,Rashel Agrotech Ltd,Delisted,Z ,INE029D01015, ,Equity,-,-,-,-
ADIEXRE,Adinath Exim Resources Ltd.,,,,,,10.00,532056,Adinath Exim Resources Ltd.,ADIEXRE,Adinath Exim Resources Ltd,Active,XT,INE398H01015,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
ABHICAP,Abhinav Capital Services Limited,,,,,,10.00,532057,Abhinav Capital Services Limited,ABHICAP,Abhinav Capital Services Ltd,Active,X ,INE516F01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
GUJARTH,Gujarat Arth Ltd.,,,,,,10.00,532058,Gujarat Arth Ltd.,GUJARTH,Gujarat Arth Ltd,Delisted,Z ,INE852B01014, ,Equity,-,-,-,-
